,revenue,income,profit
2021_Q2,197122968217,43196120016,31756996844
2021_Q3,328896521020,95747176643,71105698169
2021_Q4,563152597693,183740482835,129063234715
2021_E,1089172086930,322683779494,231925929728
2022_Q1,437124914705,134614253598,96440058583
2022_Q2,371435773686,94961272780,69245698069
2022_Q3,441681828541,138376142547,109461917878
